iter	TotalF1:average=Micro	MultiClass
970	1	0.07685645971
971	1	0.07671011121
972	1	0.07661527236
973	1	0.07649931476
974	1	0.07641683597
975	1	0.07636602646
976	1	0.07630383934
977	1	0.07626552313
978	1	0.07614052576
979	1	0.07596981416
980	1	0.0758742551
981	1	0.07577987725
982	1	0.07569303845
983	1	0.07555978347
984	1	0.07541574615
985	1	0.07533691173
986	1	0.07521880175
987	1	0.07508206286
988	1	0.07492000736
989	1	0.07483930978
990	1	0.07473510317
991	1	0.07462910888
992	1	0.07449673522
993	1	0.07437610458
994	1	0.07429427935
995	1	0.07415511316
996	1	0.0740065532
997	1	0.07389740182
998	1	0.0737671231
999	1	0.07369972421
